OTU	NSF22.NOVI.7M9	NSF22.NOVI.6M10	NSF22.NOVI.1M15	NSF22.NOVI.5M13	NSF22.NOVI.8M6	NSF22.NOVI.1M9	NSF22.NOVI.8M8	NSF22.NOVI.6M15	NSF22.NOVI.5M14	NSF22.NOVI.1M6	NSF22.NOVI.3M6	NSF22.NOVI.8M11	NSF22.NOVI.7M6	NSF22.NOVI.2M11	NSF22.NOVI.6M14	NSF22.NOVI.5M15	NSF22.NOVI.8M9	NSF22.NOVI.7M11	NSF22.NOVI.7M8	NSF22.NOVI.1M13	NSF22.NOVI.6M13	NSF22.NOVI.2M7	NSF22.NOVI.PM11	NSF22.NOVI.5M12	NSF22.NOVI.1M8	NSF22.NOVI.5M7	NSF22.NOVI.4M11	NSF22.NOVI.4M7	NSF22.NOVI.6M8	NSF22.NOVI.6M6	NSF22.NOVI.3M12	NSF22.NOVI.6M12	NSF22.NOVI.6M9	NSF22.NOVI.PM9	NSF22.NOVI.2M13	NSF22.NOVI.7M7	NSF22.NOVI.2M8	NSF22.NOVI.8M13	NSF22.NOVI.7M15	NSF22.NOVI.1M7	NSF22.NOVI.3M7	NSF22.NOVI.PM6	NSF22.NOVI.3M11	NSF22.NOVI.2M14	NSF22.NOVI.6M11	NSF22.NOVI.2M6	NSF22.NOVI.8M14	NSF22.NOVI.PM8	NSF22.NOVI.PM10	NSF22.NOVI.8M15	NSF22.NOVI.8M7	NSF22.NOVI.8M10	NSF22.NOVI.PM7	NSF22.NOVI.2M10	NSF22.NOVI.2M9	NSF22.NOVI.7M10	NSF22.NOVI.7M14	NSF22.NOVI.4M9	NSF22.NOVI.5M9	NSF22.NOVI.PM14	NSF22.NOVI.4M15	NSF22.NOVI.3M14	NSF22.NOVI.1M14	NSF22.NOVI.3M13	NSF22.NOVI.4M10	NSF22.NOVI.PM13	NSF22.NOVI.2M12	NSF22.NOVI.7M12	NSF22.NOVI.8M12	NSF22.NOVI.5M6	NSF22.NOVI.5M8	NSF22.NOVI.4M8	NSF22.NOVI.4M14	NSF22.NOVI.PM15	NSF22.NOVI.PM12	NSF22.NOVI.3M15	NSF22.NOVI.1M10	NSF22.NOVI.6M7	NSF22.NOVI.1M12	NSF22.NOVI.5M10	NSF22.NOVI.4M6	NSF22.NOVI.4M12	NSF22.NOVI.2M15	NSF22.NOVI.4M13	NSF22.NOVI.5M11	NSF22.NOVI.1M11
045b52daf372bbcb6fcbd25c4ac150c2	0	0	0	0	0	0	0	0	0	0	2.1716621253406	0	0	0	13.1171662125341	0	18.7929155313352	0	0	0	0	7.77929155313352	0	0	0	0	0	0	0	0	0	0	0	0	6.8283378746594	0	0	0	0	0	0	0	0	0	0	0	11.9618528610354	0	0	0	12.3106267029973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54223433242507	0	0	0	0	0	0	0	0	0
046b8313b63c590a0c5db6c12c831863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
047735756066cc08e1422d33659f78e3	0	0	0	30.6702508960573	0	0	0	0	0	0	0	0	11.1827956989247	0	17.2544802867383	0	0	0	0	0	20.4444444444444	13.6451612903226	0	0	0	0	116.329749103943	14.4874551971326	184.612903225806	0	0	0	0	0	0	0	7.98566308243728	0	5.43727598566308	37.8136200716846	0	0	0	16.3154121863799	33.5949820788531	11.9641577060932	1.57347670250896	0	0	0	0	0	0	0	0	0	44.7491039426523	0	0	0	0	0	0	0	9.87813620071685	0	7.56989247311828	25.0465949820789	0	0	0	0	0	0	0	7.67025089605735	25.1039426523297	73.5125448028674	0	0	0	0	0	0	0	0
0483511ad55f6bc8287174dcf75eabfe	0	0	0	0	0	0	0	18.2635467980296	0	0	0	0	0	0	0	44.5270935960591	0	0	0	0	0	0	0	0	57.9852216748768	0	0	0	0	0	0	19.6822660098522	0	0	0	0	0	91.2364532019705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.2266009852217	0	0	0	0	0	0	0	0
05276dabd97bb322a736fa48f2e6a453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.26	0	0	0	0	0	0	0	0	0
05368ee8187b415dd6d4748d334c4820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0556f46a264fa18ad669ed8be2d40016	0	7.97043010752688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.48924731182796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.1505376344086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0576d45a911b53117032d760eb39d689	0	0	0	0	0	0	0	0	0	0	0	0	0	7.43448275862069	0	0	0	0	0	0	0	0	1257.19655172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688.010344827586
05936d8187a41ccd30c4f12e3feb6a90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05eb3c32f1d3b3be2bdc07e5516375e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.625	0	0	0	0	0	0	0	0	1268.315	0	0	7.425	0	0	0	0	0	0	0	0	0	0	711.12	0	0	0	0	45.145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
05fca624332f3e060efcff1d391a9369	0	0	0	0	0	0	22.0060606060606	0	123.339393939394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.1939393939394	0	0	0	0	0	0	0	0	0	0	1.32727272727273	0	0	0	0	0	0	0	0	0	37.8363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0
06094875913b945b59766b9fa5a73b36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0623ab7d45e188fc2e7a417610519d6c	0	0	0	0	0	0	0	0	0	0	0	0	2.66666666666667	0	0	0	0	0	0	0	0	0	0	11.9337606837607	0	0	0	0	0	21.3482905982906	0	153.673076923077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6965811965812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
062a6a55d6c81c8a614cb6cbb648003d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.879746835443	0
0646e2d2b6879bcfa7bd2d5fbd14a8de	0	0	2480.81884057971	0	13.6086956521739	0	0	35.8188405797101	323311.565217391	112.108695652174	0	0	0	0	5668.23429951691	5633	0	0	0	16.5217391304348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.8381642512077	0	0	0	0	0	0	0	107.628019323671	0	0	944.446859903382	0	0	0	0	0	0	52262.6618357488	0	0	0	714.210144927536	0	0	0	0	0	0	0	0	0	0	0	77.5410628019324	3595.6884057971	0	87.8840579710145	0	11.0096618357488	0	0	0	0	600.478260869565	0	0	0
0663b06ea796b0199377151467b7fc09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0665c298d8dcf7d257ae8ccf9ed14b3e	0	0	2575.69655172414	0	0	3836.71724137931	0	0	0	180.051724137931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163.475862068966	0	0	0	0	0	0	8.96206896551724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344.765517241379	0	0	27.1689655172414	0	0	0	0	0	80.851724137931	0	0	4892.51724137931
068c5ca5a5c7da6e1838de061f9a833e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06a5ac57d31b062f79ca848747f6e327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06b6ca186d20f299c07da509a51aa1c2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06eb3ddd0bb09e61c6351c962d5e82f6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
06f0739e32f0ad31404affc34baa8a47	0	0	0	0	84.5066666666667	0	0	0	0	0	0	163.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257.73	0	0	0	0	0	0	0	0	0	29.5433333333333	0	0	0	0	0	0	115.843333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26.67	0
070cc7cefe482682f056e340a569c569	0	0	0	0	0	0	0	0	0	0	0	28.0857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4568.44571428571	0	0	0	0	0	0	0	0	0	0	245.077142857143	0	0	0	0	0	0	232.274285714286	0	0	0	0	0	596.594285714286	0	0	0	0	0	0	0	0	687.371428571429	0	0	0	0	0	0	0	0	0	0	0
0724ee14bb12983a282a328003feaf95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
07349a3d457b346ae18fea9a99e78b87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
