"cooc_method","interaction","interactionType","Label","name","pval","selected","shared interaction","shared name","weight"
"correl_spearman","","copresence","131493a1d50842ba65d106bbd4a44247->e865a602634bda1dd23df3935a045780","131493a1d50842ba65d106bbd4a44247->e865a602634bda1dd23df3935a045780=correl_spearman","0.0","false","","131493a1d50842ba65d106bbd4a44247->e865a602634bda1dd23df3935a045780=correl_spearman","0.72214314"
"correl_spearman","","copresence","f908d6b2d3dab6ecf46df2bc105b9eab->5e2de2275c3789c8ce87f00dd578c5a8","f908d6b2d3dab6ecf46df2bc105b9eab->5e2de2275c3789c8ce87f00dd578c5a8=correl_spearman","2.220446049250313E-16","false","","f908d6b2d3dab6ecf46df2bc105b9eab->5e2de2275c3789c8ce87f00dd578c5a8=correl_spearman","0.71125407"
"correl_spearman","","copresence","cea97d3e8eb9e0230882b077c0603049->073d830187c7f1824a47e9d601dd46b3","cea97d3e8eb9e0230882b077c0603049->073d830187c7f1824a47e9d601dd46b3=correl_spearman","2.220446049250313E-16","false","","cea97d3e8eb9e0230882b077c0603049->073d830187c7f1824a47e9d601dd46b3=correl_spearman","0.71125407"
"correl_spearman","","copresence","05276dabd97bb322a736fa48f2e6a453->ff972e85b8413e63fc90b22b10483cf5","05276dabd97bb322a736fa48f2e6a453->ff972e85b8413e63fc90b22b10483cf5=correl_spearman","2.220446049250313E-16","false","","05276dabd97bb322a736fa48f2e6a453->ff972e85b8413e63fc90b22b10483cf5=correl_spearman","0.71125407"
"correl_spearman","","copresence","d088d352063d1014c76cc39ffbe54824->8931ea5236aac5c689ff21bf4922e2d9","d088d352063d1014c76cc39ffbe54824->8931ea5236aac5c689ff21bf4922e2d9=correl_spearman","2.220446049250313E-16","false","","d088d352063d1014c76cc39ffbe54824->8931ea5236aac5c689ff21bf4922e2d9=correl_spearman","0.71125407"
"correl_spearman","","copresence","f2399a63bd7f7c34a3f13f7289bf6c7f->d4cf7e96d2fa2959ff7f0c06d9147622","f2399a63bd7f7c34a3f13f7289bf6c7f->d4cf7e96d2fa2959ff7f0c06d9147622=correl_spearman","1.1102230246251565E-15","false","","f2399a63bd7f7c34a3f13f7289bf6c7f->d4cf7e96d2fa2959ff7f0c06d9147622=correl_spearman","0.70158595"
"correl_spearman","","copresence","7e3ffefd84725bcb023d920860d0ad49->9d4a32580e18ce1d3a0e8e9d170a1a9b","7e3ffefd84725bcb023d920860d0ad49->9d4a32580e18ce1d3a0e8e9d170a1a9b=correl_spearman","2.220446049250313E-16","false","","7e3ffefd84725bcb023d920860d0ad49->9d4a32580e18ce1d3a0e8e9d170a1a9b=correl_spearman","0.71125407"
"correl_spearman","","copresence","c1654e68f51b4ab683a54b2f2369e0ab->ea1df1ef824a478d87637bf72c05981e","c1654e68f51b4ab683a54b2f2369e0ab->ea1df1ef824a478d87637bf72c05981e=correl_spearman","2.220446049250313E-16","false","","c1654e68f51b4ab683a54b2f2369e0ab->ea1df1ef824a478d87637bf72c05981e=correl_spearman","0.71125407"
"correl_spearman","","copresence","964ba79d61d43d2ba5623c0b9c6fefc2->4e5c80f69c75bf707653f4b7d9fafd35","964ba79d61d43d2ba5623c0b9c6fefc2->4e5c80f69c75bf707653f4b7d9fafd35=correl_spearman","2.220446049250313E-16","false","","964ba79d61d43d2ba5623c0b9c6fefc2->4e5c80f69c75bf707653f4b7d9fafd35=correl_spearman","0.71125407"
"correl_spearman","","copresence","8de701d63f7f1f262d4ea0335557e4fe->9f740055ada55d16eecc27a1ee8b444f","8de701d63f7f1f262d4ea0335557e4fe->9f740055ada55d16eecc27a1ee8b444f=correl_spearman","2.220446049250313E-16","false","","8de701d63f7f1f262d4ea0335557e4fe->9f740055ada55d16eecc27a1ee8b444f=correl_spearman","0.71125407"
"correl_spearman","","copresence","03d501d858b10220f8f56ab401f8b410->305d40bf3b0655b7ca46b5edcc6e56a2","03d501d858b10220f8f56ab401f8b410->305d40bf3b0655b7ca46b5edcc6e56a2=correl_spearman","2.220446049250313E-16","false","","03d501d858b10220f8f56ab401f8b410->305d40bf3b0655b7ca46b5edcc6e56a2=correl_spearman","0.71125407"
"correl_spearman","","copresence","ae06685a2d5576c3315d553fb9b17e17->bea9db530960badf563a76e90429a5ed","ae06685a2d5576c3315d553fb9b17e17->bea9db530960badf563a76e90429a5ed=correl_spearman","2.220446049250313E-16","false","","ae06685a2d5576c3315d553fb9b17e17->bea9db530960badf563a76e90429a5ed=correl_spearman","0.71125407"
"correl_spearman","","copresence","ae06685a2d5576c3315d553fb9b17e17->fe4567f7a71a44ed3c39546b7d93afc7","ae06685a2d5576c3315d553fb9b17e17->fe4567f7a71a44ed3c39546b7d93afc7=correl_spearman","2.220446049250313E-16","false","","ae06685a2d5576c3315d553fb9b17e17->fe4567f7a71a44ed3c39546b7d93afc7=correl_spearman","0.71125407"
"correl_spearman","","copresence","ca77a35e33b85908445ce6a36adcf035->6a159a19a4245810e6d4c6cfd6c5e633","ca77a35e33b85908445ce6a36adcf035->6a159a19a4245810e6d4c6cfd6c5e633=correl_spearman","0.0","false","","ca77a35e33b85908445ce6a36adcf035->6a159a19a4245810e6d4c6cfd6c5e633=correl_spearman","0.80175181"
"correl_spearman","","copresence","838fb1d5c5fd774aaa447fc13aa0c5cb->d06e3ba10aeb6743e8742b3e2c1d9869","838fb1d5c5fd774aaa447fc13aa0c5cb->d06e3ba10aeb6743e8742b3e2c1d9869=correl_spearman","2.220446049250313E-16","false","","838fb1d5c5fd774aaa447fc13aa0c5cb->d06e3ba10aeb6743e8742b3e2c1d9869=correl_spearman","0.71125407"
"correl_spearman","","copresence","80ffa3a3002318a4a9236e8e78c9f26f->6a159a19a4245810e6d4c6cfd6c5e633","80ffa3a3002318a4a9236e8e78c9f26f->6a159a19a4245810e6d4c6cfd6c5e633=correl_spearman","2.220446049250313E-16","false","","80ffa3a3002318a4a9236e8e78c9f26f->6a159a19a4245810e6d4c6cfd6c5e633=correl_spearman","0.71125407"
"correl_spearman","","copresence","2f915f637be698771e432076a6160f90->073d830187c7f1824a47e9d601dd46b3","2f915f637be698771e432076a6160f90->073d830187c7f1824a47e9d601dd46b3=correl_spearman","2.220446049250313E-16","false","","2f915f637be698771e432076a6160f90->073d830187c7f1824a47e9d601dd46b3=correl_spearman","0.71125407"
"correl_spearman","","copresence","4b91a48341b5922892e2c5ae49482db1->2d6b2f3e968a2270bc9cdb6a46ed66df","4b91a48341b5922892e2c5ae49482db1->2d6b2f3e968a2270bc9cdb6a46ed66df=correl_spearman","2.220446049250313E-16","false","","4b91a48341b5922892e2c5ae49482db1->2d6b2f3e968a2270bc9cdb6a46ed66df=correl_spearman","0.71125407"
"correl_spearman","","copresence","56d1ce686d8bb5c2e1ee24f8939cf320->7789725835aee66c9ca3e1eb001d47c6","56d1ce686d8bb5c2e1ee24f8939cf320->7789725835aee66c9ca3e1eb001d47c6=correl_spearman","0.0","false","","56d1ce686d8bb5c2e1ee24f8939cf320->7789725835aee66c9ca3e1eb001d47c6=correl_spearman","0.83417675"
"correl_spearman","","copresence","362016d25d8484783bfa16958b7ee7f6->d0aa73aec7cd414e25e1cb096d168444","362016d25d8484783bfa16958b7ee7f6->d0aa73aec7cd414e25e1cb096d168444=correl_spearman","2.220446049250313E-16","false","","362016d25d8484783bfa16958b7ee7f6->d0aa73aec7cd414e25e1cb096d168444=correl_spearman","0.71125407"
"correl_spearman","","copresence","2c336693c23fd6d79bfce4ffcea05806->ce9b4fa62c3d6bb98137b82060435a42","2c336693c23fd6d79bfce4ffcea05806->ce9b4fa62c3d6bb98137b82060435a42=correl_spearman","2.220446049250313E-16","false","","2c336693c23fd6d79bfce4ffcea05806->ce9b4fa62c3d6bb98137b82060435a42=correl_spearman","0.71125407"
"correl_spearman","","copresence","ceeaa05c3682b56bfff922311a6f6923->794dae1a6d7dc50ca213a647fd7a7c51","ceeaa05c3682b56bfff922311a6f6923->794dae1a6d7dc50ca213a647fd7a7c51=correl_spearman","0.0","false","","ceeaa05c3682b56bfff922311a6f6923->794dae1a6d7dc50ca213a647fd7a7c51=correl_spearman","0.76206659"
"correl_spearman","","copresence","5df1f0d156ada02c9de28a70ff4b9e50->b0ca7f8281b70bcbe19e1a696546f45c","5df1f0d156ada02c9de28a70ff4b9e50->b0ca7f8281b70bcbe19e1a696546f45c=correl_spearman","2.220446049250313E-16","false","","5df1f0d156ada02c9de28a70ff4b9e50->b0ca7f8281b70bcbe19e1a696546f45c=correl_spearman","0.71125407"
"correl_spearman","","copresence","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b=correl_spearman","0.0","false","","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b=correl_spearman","0.77687242"
"correl_spearman","","copresence","a300eb90de4cdadd02f6710de5e2ba38->b0ca7f8281b70bcbe19e1a696546f45c","a300eb90de4cdadd02f6710de5e2ba38->b0ca7f8281b70bcbe19e1a696546f45c=correl_spearman","2.220446049250313E-16","false","","a300eb90de4cdadd02f6710de5e2ba38->b0ca7f8281b70bcbe19e1a696546f45c=correl_spearman","0.71125407"
"correl_spearman","","copresence","f45443b195cebad9399c3af1168f391a->3b5c8eee3b52d378ee18d9089c3e6a9b","f45443b195cebad9399c3af1168f391a->3b5c8eee3b52d378ee18d9089c3e6a9b=correl_spearman","2.220446049250313E-16","false","","f45443b195cebad9399c3af1168f391a->3b5c8eee3b52d378ee18d9089c3e6a9b=correl_spearman","0.71125407"
"correl_spearman","","copresence","292f5a194f75b9052a5cbf41c2df5e43->0ce9a5e133d2f69dd16392760bffc4cc","292f5a194f75b9052a5cbf41c2df5e43->0ce9a5e133d2f69dd16392760bffc4cc=correl_spearman","2.220446049250313E-16","false","","292f5a194f75b9052a5cbf41c2df5e43->0ce9a5e133d2f69dd16392760bffc4cc=correl_spearman","0.71125407"
