"cooc_method","EdgeBetweenness","interaction","interactionType","Label","name","pval","selected","shared interaction","shared name","weight"
"correl_spearman","4.0","","copresence","58c3893beae8ed368ede518ed3f9af02->a8f6a9cad7134de432e86eb98b7007ad","58c3893beae8ed368ede518ed3f9af02->a8f6a9cad7134de432e86eb98b7007ad=correl_spearman","0.0","false","","58c3893beae8ed368ede518ed3f9af02->a8f6a9cad7134de432e86eb98b7007ad=correl_spearman","0.70567117"
"correl_spearman","2.0","","copresence","298f0d91c74ec7c6dde83b0ee1b4781a->6f67651496d207d54d92bcac72a20539","298f0d91c74ec7c6dde83b0ee1b4781a->6f67651496d207d54d92bcac72a20539=correl_spearman","0.0","false","","298f0d91c74ec7c6dde83b0ee1b4781a->6f67651496d207d54d92bcac72a20539=correl_spearman","0.70781637"
"correl_spearman","4.0","","copresence","a8f6a9cad7134de432e86eb98b7007ad->605f101062cc7a55935a12622488db84","a8f6a9cad7134de432e86eb98b7007ad->605f101062cc7a55935a12622488db84=correl_spearman","0.0","false","","a8f6a9cad7134de432e86eb98b7007ad->605f101062cc7a55935a12622488db84=correl_spearman","0.70781637"
"correl_spearman","2.0","","copresence","02ca048f22fccf96ca553ea4ab903f16->3eea1f55308bfb2a0862302d6096fd31","02ca048f22fccf96ca553ea4ab903f16->3eea1f55308bfb2a0862302d6096fd31=correl_spearman","0.0","false","","02ca048f22fccf96ca553ea4ab903f16->3eea1f55308bfb2a0862302d6096fd31=correl_spearman","0.70701511"
"correl_spearman","2.0","","copresence","25480063a4314cfa376389e104efe30d->d0afd273184cf2da889250bdf06104c0","25480063a4314cfa376389e104efe30d->d0afd273184cf2da889250bdf06104c0=correl_spearman","0.0","false","","25480063a4314cfa376389e104efe30d->d0afd273184cf2da889250bdf06104c0=correl_spearman","0.77595362"
"correl_spearman","2.0","","copresence","eca0fdbd027ad8f750dac59ab54ccaad->ceeaa05c3682b56bfff922311a6f6923","eca0fdbd027ad8f750dac59ab54ccaad->ceeaa05c3682b56bfff922311a6f6923=correl_spearman","0.0","false","","eca0fdbd027ad8f750dac59ab54ccaad->ceeaa05c3682b56bfff922311a6f6923=correl_spearman","0.86671731"
"correl_spearman","2.0","","copresence","e7abf0d89a1c166dd9438c8742a07378->cea5ab663826e9d9503123eaa0d9bdde","e7abf0d89a1c166dd9438c8742a07378->cea5ab663826e9d9503123eaa0d9bdde=correl_spearman","0.0","false","","e7abf0d89a1c166dd9438c8742a07378->cea5ab663826e9d9503123eaa0d9bdde=correl_spearman","0.7087743"
"correl_spearman","2.0","","copresence","9f5bc71a0a93ede3113755a8e878bb7d->9fb7b89890f358c262c2ac2163a9d76b","9f5bc71a0a93ede3113755a8e878bb7d->9fb7b89890f358c262c2ac2163a9d76b=correl_spearman","0.0","false","","9f5bc71a0a93ede3113755a8e878bb7d->9fb7b89890f358c262c2ac2163a9d76b=correl_spearman","0.72621306"
"correl_spearman","2.0","","copresence","e1ed0e5b2faf4eab90d6940d8b593e55->2787b20896064a0794c37a1d3d780dbd","e1ed0e5b2faf4eab90d6940d8b593e55->2787b20896064a0794c37a1d3d780dbd=correl_spearman","0.0","false","","e1ed0e5b2faf4eab90d6940d8b593e55->2787b20896064a0794c37a1d3d780dbd=correl_spearman","0.79878871"
"correl_spearman","10.0","","copresence","34bb50363016a2e7d0f1c03a0f8e7771->2ee6d8efd8034028bed8950aaab0764d","34bb50363016a2e7d0f1c03a0f8e7771->2ee6d8efd8034028bed8950aaab0764d=correl_spearman","0.0","false","","34bb50363016a2e7d0f1c03a0f8e7771->2ee6d8efd8034028bed8950aaab0764d=correl_spearman","0.74796972"
"correl_spearman","2.0","","copresence","aba8908682f430c25a3be614790838fb->8a7fbcc2efdb28ea865176f6da6e224a","aba8908682f430c25a3be614790838fb->8a7fbcc2efdb28ea865176f6da6e224a=correl_spearman","0.0","false","","aba8908682f430c25a3be614790838fb->8a7fbcc2efdb28ea865176f6da6e224a=correl_spearman","1.0"
"correl_spearman","16.0","","copresence","2d73e32222c747af9ee3ba959aed85ea->8b85f465a9ed0c8001576876f9135ba9","2d73e32222c747af9ee3ba959aed85ea->8b85f465a9ed0c8001576876f9135ba9=correl_spearman","0.0","false","","2d73e32222c747af9ee3ba959aed85ea->8b85f465a9ed0c8001576876f9135ba9=correl_spearman","0.81566211"
"correl_spearman","2.0","","copresence","4061f9edc95d59f0b3e7def5350a449c->10f636d99a7305e3518cb05d6307f901","4061f9edc95d59f0b3e7def5350a449c->10f636d99a7305e3518cb05d6307f901=correl_spearman","0.0","false","","4061f9edc95d59f0b3e7def5350a449c->10f636d99a7305e3518cb05d6307f901=correl_spearman","1.0"
"correl_spearman","2.0","","copresence","4a7139f968cd45fe5b5032528d7909b7->8fe67b655ba3dbba3f7ea8aea4ad6caa","4a7139f968cd45fe5b5032528d7909b7->8fe67b655ba3dbba3f7ea8aea4ad6caa=correl_spearman","0.0","false","","4a7139f968cd45fe5b5032528d7909b7->8fe67b655ba3dbba3f7ea8aea4ad6caa=correl_spearman","1.0"
"correl_spearman","2.0","","copresence","29085fbb82e18ff1c789e9f237dce1db->8de701d63f7f1f262d4ea0335557e4fe","29085fbb82e18ff1c789e9f237dce1db->8de701d63f7f1f262d4ea0335557e4fe=correl_spearman","0.0","false","","29085fbb82e18ff1c789e9f237dce1db->8de701d63f7f1f262d4ea0335557e4fe=correl_spearman","1.0"
"correl_spearman","7.0","","copresence","1a064227b9fe7c9d6f887196531fa2c6->8046966cbe9a0a082dbc056b5f15f2e5","1a064227b9fe7c9d6f887196531fa2c6->8046966cbe9a0a082dbc056b5f15f2e5=correl_spearman","0.0","false","","1a064227b9fe7c9d6f887196531fa2c6->8046966cbe9a0a082dbc056b5f15f2e5=correl_spearman","0.70781637"
"correl_spearman","7.0","","copresence","1a064227b9fe7c9d6f887196531fa2c6->8aac2e19e2f2c2a49c9bad2ac3481a03","1a064227b9fe7c9d6f887196531fa2c6->8aac2e19e2f2c2a49c9bad2ac3481a03=correl_spearman","0.0","false","","1a064227b9fe7c9d6f887196531fa2c6->8aac2e19e2f2c2a49c9bad2ac3481a03=correl_spearman","0.70781637"
"correl_spearman","2.0","","copresence","23742b2d839a54b7e4d54385fb2c1d67->965c3a6be49bba757814fe66627baa0d","23742b2d839a54b7e4d54385fb2c1d67->965c3a6be49bba757814fe66627baa0d=correl_spearman","0.0","false","","23742b2d839a54b7e4d54385fb2c1d67->965c3a6be49bba757814fe66627baa0d=correl_spearman","0.84068798"
"correl_spearman","2.0","","copresence","688bb1939b01ae18e9d11663e7f10546->dd400ea841286f94afac5425f10c2270","688bb1939b01ae18e9d11663e7f10546->dd400ea841286f94afac5425f10c2270=correl_spearman","0.0","false","","688bb1939b01ae18e9d11663e7f10546->dd400ea841286f94afac5425f10c2270=correl_spearman","1.0"
"correl_spearman","2.0","","copresence","688bb1939b01ae18e9d11663e7f10546->d3777db9a089108ed63ed1ae963dde00","688bb1939b01ae18e9d11663e7f10546->d3777db9a089108ed63ed1ae963dde00=correl_spearman","0.0","false","","688bb1939b01ae18e9d11663e7f10546->d3777db9a089108ed63ed1ae963dde00=correl_spearman","1.0"
"correl_spearman","2.0","","copresence","a176fa8e0658fa3503fcefa5e397b811->ebb611f77cbcfcee8fe250fd12dd9725","a176fa8e0658fa3503fcefa5e397b811->ebb611f77cbcfcee8fe250fd12dd9725=correl_spearman","0.0","false","","a176fa8e0658fa3503fcefa5e397b811->ebb611f77cbcfcee8fe250fd12dd9725=correl_spearman","0.70497374"
