"cooc_method","EdgeBetweenness","interaction","interactionType","Label","name","selected","shared interaction","shared name","weight"
"correl_spearman","588.0","","mutualExclusion","14914633f511e5ab3d95eae8dcefeae6->e957c893bd5f4b36b5944702998d6ddd","14914633f511e5ab3d95eae8dcefeae6->e957c893bd5f4b36b5944702998d6ddd=correl_spearman","false","","14914633f511e5ab3d95eae8dcefeae6->e957c893bd5f4b36b5944702998d6ddd=correl_spearman","-0.79761214"
"correl_spearman","715.2409860376348","","copresence","f97cc72b5727ffa703938874a4f9010c->a03e9ee7d1d2e1282bdd41a62b6205d5","f97cc72b5727ffa703938874a4f9010c->a03e9ee7d1d2e1282bdd41a62b6205d5=correl_spearman","false","","f97cc72b5727ffa703938874a4f9010c->a03e9ee7d1d2e1282bdd41a62b6205d5=correl_spearman","0.73564061"
"correl_spearman","967.2676770944901","","mutualExclusion","f97cc72b5727ffa703938874a4f9010c->dc9f17a52872dc304bbea58445f0bfc0","f97cc72b5727ffa703938874a4f9010c->dc9f17a52872dc304bbea58445f0bfc0=correl_spearman","false","","f97cc72b5727ffa703938874a4f9010c->dc9f17a52872dc304bbea58445f0bfc0=correl_spearman","-0.72835704"
"correl_spearman","259.74545185439433","","copresence","e3fa5e3103aac7c16a308736d4010fec->9480c1003caab2a6f8c8f808805b4664","e3fa5e3103aac7c16a308736d4010fec->9480c1003caab2a6f8c8f808805b4664=correl_spearman","false","","e3fa5e3103aac7c16a308736d4010fec->9480c1003caab2a6f8c8f808805b4664=correl_spearman","0.72895477"
"correl_spearman","224.92181821288776","","copresence","e3fa5e3103aac7c16a308736d4010fec->31777e820d6eb5f6bb3cebde8c6bbfa6","e3fa5e3103aac7c16a308736d4010fec->31777e820d6eb5f6bb3cebde8c6bbfa6=correl_spearman","false","","e3fa5e3103aac7c16a308736d4010fec->31777e820d6eb5f6bb3cebde8c6bbfa6=correl_spearman","0.91772987"
"correl_spearman","951.1781341131771","","mutualExclusion","e3fa5e3103aac7c16a308736d4010fec->f97cc72b5727ffa703938874a4f9010c","e3fa5e3103aac7c16a308736d4010fec->f97cc72b5727ffa703938874a4f9010c=correl_spearman","false","","e3fa5e3103aac7c16a308736d4010fec->f97cc72b5727ffa703938874a4f9010c=correl_spearman","-0.72835704"
"correl_spearman","294.0","","copresence","1a61186eb66e6d2b5f2b5448bb7ff2a0->8931ea5236aac5c689ff21bf4922e2d9","1a61186eb66e6d2b5f2b5448bb7ff2a0->8931ea5236aac5c689ff21bf4922e2d9=correl_spearman","false","","1a61186eb66e6d2b5f2b5448bb7ff2a0->8931ea5236aac5c689ff21bf4922e2d9=correl_spearman","0.98165138"
"correl_spearman","294.0","","copresence","1a61186eb66e6d2b5f2b5448bb7ff2a0->d63bb40c5e1a6bdae24acb81cb1a3844","1a61186eb66e6d2b5f2b5448bb7ff2a0->d63bb40c5e1a6bdae24acb81cb1a3844=correl_spearman","false","","1a61186eb66e6d2b5f2b5448bb7ff2a0->d63bb40c5e1a6bdae24acb81cb1a3844=correl_spearman","0.98165138"
"correl_spearman","145.9540930350774","","copresence","6a49b952473bfc3854eea1124c7b94bb->9425111883e864b68de22cd3382fe331","6a49b952473bfc3854eea1124c7b94bb->9425111883e864b68de22cd3382fe331=correl_spearman","false","","6a49b952473bfc3854eea1124c7b94bb->9425111883e864b68de22cd3382fe331=correl_spearman","0.89887407"
"correl_spearman","404.0309135617213","","copresence","6a49b952473bfc3854eea1124c7b94bb->7e78b6afa0e3d0d0bdd033f905afa416","6a49b952473bfc3854eea1124c7b94bb->7e78b6afa0e3d0d0bdd033f905afa416=correl_spearman","false","","6a49b952473bfc3854eea1124c7b94bb->7e78b6afa0e3d0d0bdd033f905afa416=correl_spearman","0.78935222"
"correl_spearman","1350.334728304011","","mutualExclusion","6a49b952473bfc3854eea1124c7b94bb->c8ff90be71f03675f881036d7836702a","6a49b952473bfc3854eea1124c7b94bb->c8ff90be71f03675f881036d7836702a=correl_spearman","false","","6a49b952473bfc3854eea1124c7b94bb->c8ff90be71f03675f881036d7836702a=correl_spearman","-0.7032724"
"correl_spearman","640.1347003472032","","copresence","59d9a00b301738734d7c989bf117ba3a->ceeaa05c3682b56bfff922311a6f6923","59d9a00b301738734d7c989bf117ba3a->ceeaa05c3682b56bfff922311a6f6923=correl_spearman","false","","59d9a00b301738734d7c989bf117ba3a->ceeaa05c3682b56bfff922311a6f6923=correl_spearman","0.84498871"
"correl_spearman","2.0","","mutualExclusion","59d9a00b301738734d7c989bf117ba3a->65f695d6b5edc3d0bb8f2cb7c8e5427e","59d9a00b301738734d7c989bf117ba3a->65f695d6b5edc3d0bb8f2cb7c8e5427e=correl_spearman","false","","59d9a00b301738734d7c989bf117ba3a->65f695d6b5edc3d0bb8f2cb7c8e5427e=correl_spearman","-0.71053984"
"correl_spearman","853.4131729804544","","copresence","10568bb8bbac7cc28727d73726791575->c960add18786a09fadf156ee1d01ad93","10568bb8bbac7cc28727d73726791575->c960add18786a09fadf156ee1d01ad93=correl_spearman","false","","10568bb8bbac7cc28727d73726791575->c960add18786a09fadf156ee1d01ad93=correl_spearman","0.70034205"
"correl_spearman","547.4142663315474","","mutualExclusion","10568bb8bbac7cc28727d73726791575->b3ef80b1b40f88151e8fed00e2484444","10568bb8bbac7cc28727d73726791575->b3ef80b1b40f88151e8fed00e2484444=correl_spearman","false","","10568bb8bbac7cc28727d73726791575->b3ef80b1b40f88151e8fed00e2484444=correl_spearman","-0.83225806"
"correl_spearman","551.7240485501308","","copresence","dab5f5a6271df07b64ef98d14016e9d2->7adaf5ed6235cd7a49eae74fa58f75b8","dab5f5a6271df07b64ef98d14016e9d2->7adaf5ed6235cd7a49eae74fa58f75b8=correl_spearman","false","","dab5f5a6271df07b64ef98d14016e9d2->7adaf5ed6235cd7a49eae74fa58f75b8=correl_spearman","0.70038921"
"correl_spearman","306.2221751901046","","copresence","dab5f5a6271df07b64ef98d14016e9d2->a97a92748f86075ad7148bbc5164e8c3","dab5f5a6271df07b64ef98d14016e9d2->a97a92748f86075ad7148bbc5164e8c3=correl_spearman","false","","dab5f5a6271df07b64ef98d14016e9d2->a97a92748f86075ad7148bbc5164e8c3=correl_spearman","0.89587916"
"correl_spearman","1425.2562091876034","","mutualExclusion","dab5f5a6271df07b64ef98d14016e9d2->d35c7775f1dd2898094882e48e30623a","dab5f5a6271df07b64ef98d14016e9d2->d35c7775f1dd2898094882e48e30623a=correl_spearman","false","","dab5f5a6271df07b64ef98d14016e9d2->d35c7775f1dd2898094882e48e30623a=correl_spearman","-0.72835704"
"correl_spearman","2.0","","copresence","d682e4b61b3d006f5187fc90bc65bda1->fc5bb10614bb91ca4646b54e8fe1b94a","d682e4b61b3d006f5187fc90bc65bda1->fc5bb10614bb91ca4646b54e8fe1b94a=correl_spearman","false","","d682e4b61b3d006f5187fc90bc65bda1->fc5bb10614bb91ca4646b54e8fe1b94a=correl_spearman","0.94495413"
"correl_spearman","74.70861677823626","","copresence","b5ec77f8a75e3531fa389f2fdaca01eb->75a7c584af656254f431b7e44ab657d3","b5ec77f8a75e3531fa389f2fdaca01eb->75a7c584af656254f431b7e44ab657d3=correl_spearman","false","","b5ec77f8a75e3531fa389f2fdaca01eb->75a7c584af656254f431b7e44ab657d3=correl_spearman","0.84846992"
