"cooc_method","EdgeBetweenness","interaction","interactionType","Label","name","pval","selected","shared interaction","shared name","weight"
"correl_spearman","4.0","","copresence","b230f4e380563a48e255118eb55ec228->5c37ef5a912a1b6e3faf8a3695625563","b230f4e380563a48e255118eb55ec228->5c37ef5a912a1b6e3faf8a3695625563=correl_spearman","0.0","false","","b230f4e380563a48e255118eb55ec228->5c37ef5a912a1b6e3faf8a3695625563=correl_spearman","0.7097601"
"correl_spearman","68.0","","copresence","7aa5e70c075b93cb624a89bd4f485453->6fe405ea209d7f89dc7992608b0f65ef","7aa5e70c075b93cb624a89bd4f485453->6fe405ea209d7f89dc7992608b0f65ef=correl_spearman","0.0","false","","7aa5e70c075b93cb624a89bd4f485453->6fe405ea209d7f89dc7992608b0f65ef=correl_spearman","0.70156867"
"correl_spearman","2.0","","copresence","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876=correl_spearman","0.0","false","","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876=correl_spearman","0.81603202"
"correl_spearman","4.0","","copresence","a2bcc7e0c54e254f74be558c1321d326->9ffca7fc905cfe1f308dd59661ce2faa","a2bcc7e0c54e254f74be558c1321d326->9ffca7fc905cfe1f308dd59661ce2faa=correl_spearman","0.0","false","","a2bcc7e0c54e254f74be558c1321d326->9ffca7fc905cfe1f308dd59661ce2faa=correl_spearman","0.70164922"
"correl_spearman","8.0","","copresence","2d6b2f3e968a2270bc9cdb6a46ed66df->ca4cc339c6e840bdc324ddc5945953ad","2d6b2f3e968a2270bc9cdb6a46ed66df->ca4cc339c6e840bdc324ddc5945953ad=correl_spearman","0.0","false","","2d6b2f3e968a2270bc9cdb6a46ed66df->ca4cc339c6e840bdc324ddc5945953ad=correl_spearman","0.80715098"
"correl_spearman","2.0","","copresence","b25b4acaaf039b55ba18d43c1acf9017->98494cfe9b888d27cfb9c76b41490cc2","b25b4acaaf039b55ba18d43c1acf9017->98494cfe9b888d27cfb9c76b41490cc2=correl_spearman","0.0","false","","b25b4acaaf039b55ba18d43c1acf9017->98494cfe9b888d27cfb9c76b41490cc2=correl_spearman","0.7097601"
"correl_spearman","40.0","","copresence","c960add18786a09fadf156ee1d01ad93->89ff91fcb576b902de28c44c7fc2aaae","c960add18786a09fadf156ee1d01ad93->89ff91fcb576b902de28c44c7fc2aaae=correl_spearman","0.0","false","","c960add18786a09fadf156ee1d01ad93->89ff91fcb576b902de28c44c7fc2aaae=correl_spearman","0.7092578"
"correl_spearman","2.0","","copresence","7a83128043f82b1ddedf6737c58c9e00->23cacbcc50bdd21addacb96c4f4bd271","7a83128043f82b1ddedf6737c58c9e00->23cacbcc50bdd21addacb96c4f4bd271=correl_spearman","0.0","false","","7a83128043f82b1ddedf6737c58c9e00->23cacbcc50bdd21addacb96c4f4bd271=correl_spearman","1.0"
"correl_spearman","10.0","","copresence","4ad25c0d804b0bc67e8108b562d5d99f->c56c5dbc43af1ba1570146a43c1ced69","4ad25c0d804b0bc67e8108b562d5d99f->c56c5dbc43af1ba1570146a43c1ced69=correl_spearman","0.0","false","","4ad25c0d804b0bc67e8108b562d5d99f->c56c5dbc43af1ba1570146a43c1ced69=correl_spearman","0.70172978"
"correl_spearman","80.0","","copresence","a81278c7d3f35121b4cc05464346f988->c6efa6b178c2b603b8344adb92a206ca","a81278c7d3f35121b4cc05464346f988->c6efa6b178c2b603b8344adb92a206ca=correl_spearman","0.0","false","","a81278c7d3f35121b4cc05464346f988->c6efa6b178c2b603b8344adb92a206ca=correl_spearman","0.71236265"
