"cooc_method","interaction","interactionType","Label","name","pval","selected","shared interaction","shared name","weight"
"correl_spearman","","copresence","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876=correl_spearman","1.3100631690576847E-14","false","","5e2de2275c3789c8ce87f00dd578c5a8->e1a88e6359efa79be7e30e10d1957876=correl_spearman","0.87819175"
"correl_spearman","","copresence","15da483c47ce0f988dc19a31d44e9f47->f48e3203010a56fdbff339011bcc4cbf","15da483c47ce0f988dc19a31d44e9f47->f48e3203010a56fdbff339011bcc4cbf=correl_spearman","5.3981477732278904E-8","false","","15da483c47ce0f988dc19a31d44e9f47->f48e3203010a56fdbff339011bcc4cbf=correl_spearman","0.74168046"
"correl_spearman","","copresence","3975c0edaf2f868cd0d5bbe52261f4e2->dcd4e4fc08293220ecdf74a1be0cf1c0","3975c0edaf2f868cd0d5bbe52261f4e2->dcd4e4fc08293220ecdf74a1be0cf1c0=correl_spearman","1.529884863238351E-8","false","","3975c0edaf2f868cd0d5bbe52261f4e2->dcd4e4fc08293220ecdf74a1be0cf1c0=correl_spearman","0.7593385"
"correl_spearman","","copresence","70f115d154646a3be05ac7eb15e1d6c3->4ad25c0d804b0bc67e8108b562d5d99f","70f115d154646a3be05ac7eb15e1d6c3->4ad25c0d804b0bc67e8108b562d5d99f=correl_spearman","4.880954529440373E-10","false","","70f115d154646a3be05ac7eb15e1d6c3->4ad25c0d804b0bc67e8108b562d5d99f=correl_spearman","0.79976975"
"correl_spearman","","copresence","0f9a15d5f90df2d074590dcd9ce43769->0d3b280a208598b483042c49c3a1839b","0f9a15d5f90df2d074590dcd9ce43769->0d3b280a208598b483042c49c3a1839b=correl_spearman","0.0","false","","0f9a15d5f90df2d074590dcd9ce43769->0d3b280a208598b483042c49c3a1839b=correl_spearman","1.0"
"correl_spearman","","copresence","0f9a15d5f90df2d074590dcd9ce43769->46d4b24b700ab5fbbf9e4d2abf5fa1ea","0f9a15d5f90df2d074590dcd9ce43769->46d4b24b700ab5fbbf9e4d2abf5fa1ea=correl_spearman","0.0","false","","0f9a15d5f90df2d074590dcd9ce43769->46d4b24b700ab5fbbf9e4d2abf5fa1ea=correl_spearman","1.0"
"correl_spearman","","copresence","41f26c4f0af3f73b3c6a51e1cf16f3d0->a496dff56ae2d4ae9d2ef607e6c5e8b7","41f26c4f0af3f73b3c6a51e1cf16f3d0->a496dff56ae2d4ae9d2ef607e6c5e8b7=correl_spearman","1.3741545679124556E-9","false","","41f26c4f0af3f73b3c6a51e1cf16f3d0->a496dff56ae2d4ae9d2ef607e6c5e8b7=correl_spearman","0.78867896"
"correl_spearman","","copresence","66ef2273e4c51e61cdc6f6242d4c4701->ec37cb699213967ae145ff64f98e2977","66ef2273e4c51e61cdc6f6242d4c4701->ec37cb699213967ae145ff64f98e2977=correl_spearman","6.440681232788847E-8","false","","66ef2273e4c51e61cdc6f6242d4c4701->ec37cb699213967ae145ff64f98e2977=correl_spearman","0.73906258"
"correl_spearman","","copresence","bc76d74776863293d9fd0e35c572f6e0->92460264c37a28ad9792e441a65464d5","bc76d74776863293d9fd0e35c572f6e0->92460264c37a28ad9792e441a65464d5=correl_spearman","4.861751323748109E-8","false","","bc76d74776863293d9fd0e35c572f6e0->92460264c37a28ad9792e441a65464d5=correl_spearman","0.74321453"
"correl_spearman","","copresence","d5451f8112e0765c8574042d9fd0b500->ec732db6fcee5e9a331713cda9f21753","d5451f8112e0765c8574042d9fd0b500->ec732db6fcee5e9a331713cda9f21753=correl_spearman","6.525709617122288E-7","false","","d5451f8112e0765c8574042d9fd0b500->ec732db6fcee5e9a331713cda9f21753=correl_spearman","0.70091889"
