"cooc_method","EdgeBetweenness","interaction","interactionType","Label","name","selected","shared interaction","shared name","weight"
"correl_spearman","674.76019883278","","mutualExclusion","89ff91fcb576b902de28c44c7fc2aaae->bc065520474f1c3e7517126336bfebfd","89ff91fcb576b902de28c44c7fc2aaae->bc065520474f1c3e7517126336bfebfd=correl_spearman","false","","89ff91fcb576b902de28c44c7fc2aaae->bc065520474f1c3e7517126336bfebfd=correl_spearman","-0.72835704"
"correl_spearman","612.0","","copresence","fffd6fe8fab7c29d20937b4b36652b1e->b491d8cc94ccd7718d62127999e6146c","fffd6fe8fab7c29d20937b4b36652b1e->b491d8cc94ccd7718d62127999e6146c=correl_spearman","false","","fffd6fe8fab7c29d20937b4b36652b1e->b491d8cc94ccd7718d62127999e6146c=correl_spearman","0.81934649"
"correl_spearman","337.9811767768378","","mutualExclusion","edbabd2e2cc31eb1ebf067543f19f624->02ca048f22fccf96ca553ea4ab903f16","edbabd2e2cc31eb1ebf067543f19f624->02ca048f22fccf96ca553ea4ab903f16=correl_spearman","false","","edbabd2e2cc31eb1ebf067543f19f624->02ca048f22fccf96ca553ea4ab903f16=correl_spearman","-0.7220817"
"correl_spearman","493.2654396984782","","copresence","edbabd2e2cc31eb1ebf067543f19f624->c1e432b1b508695759218a40191089d2","edbabd2e2cc31eb1ebf067543f19f624->c1e432b1b508695759218a40191089d2=correl_spearman","false","","edbabd2e2cc31eb1ebf067543f19f624->c1e432b1b508695759218a40191089d2=correl_spearman","0.78935222"
"correl_spearman","612.0","","copresence","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b=correl_spearman","false","","7a2547884df39c5b81ba39997eecacdf->bf564314544dfcfa13a351b97505a62b=correl_spearman","0.83283059"
"correl_spearman","841.0233003641478","","copresence","d35c7775f1dd2898094882e48e30623a->641c1f794c1529c93f098de1b335452f","d35c7775f1dd2898094882e48e30623a->641c1f794c1529c93f098de1b335452f=correl_spearman","false","","d35c7775f1dd2898094882e48e30623a->641c1f794c1529c93f098de1b335452f=correl_spearman","0.72369097"
"correl_spearman","1141.7395461043131","","copresence","f16682e376f17af4b5f16be7a13481b8->a4424e8df40933d542d761f9310f7b8b","f16682e376f17af4b5f16be7a13481b8->a4424e8df40933d542d761f9310f7b8b=correl_spearman","false","","f16682e376f17af4b5f16be7a13481b8->a4424e8df40933d542d761f9310f7b8b=correl_spearman","0.86204366"
"correl_spearman","44.83619760550657","","copresence","f16682e376f17af4b5f16be7a13481b8->3eea1f55308bfb2a0862302d6096fd31","f16682e376f17af4b5f16be7a13481b8->3eea1f55308bfb2a0862302d6096fd31=correl_spearman","false","","f16682e376f17af4b5f16be7a13481b8->3eea1f55308bfb2a0862302d6096fd31=correl_spearman","0.84846992"
"correl_spearman","69.36943947329024","","copresence","37c1450663a2a500de0b169ae2205c19->71e6ab155e388dd64f90d8c4a66cbcf9","37c1450663a2a500de0b169ae2205c19->71e6ab155e388dd64f90d8c4a66cbcf9=correl_spearman","false","","37c1450663a2a500de0b169ae2205c19->71e6ab155e388dd64f90d8c4a66cbcf9=correl_spearman","0.81378556"
"correl_spearman","132.58995853386915","","copresence","37c1450663a2a500de0b169ae2205c19->02ca048f22fccf96ca553ea4ab903f16","37c1450663a2a500de0b169ae2205c19->02ca048f22fccf96ca553ea4ab903f16=correl_spearman","false","","37c1450663a2a500de0b169ae2205c19->02ca048f22fccf96ca553ea4ab903f16=correl_spearman","0.70967742"
"correl_spearman","43.79516039694825","","mutualExclusion","37c1450663a2a500de0b169ae2205c19->4f49d25c3ff81e98cb1c7c319a6dd8e0","37c1450663a2a500de0b169ae2205c19->4f49d25c3ff81e98cb1c7c319a6dd8e0=correl_spearman","false","","37c1450663a2a500de0b169ae2205c19->4f49d25c3ff81e98cb1c7c319a6dd8e0=correl_spearman","-0.80044482"
"correl_spearman","153.60014518156737","","mutualExclusion","37c1450663a2a500de0b169ae2205c19->1a61186eb66e6d2b5f2b5448bb7ff2a0","37c1450663a2a500de0b169ae2205c19->1a61186eb66e6d2b5f2b5448bb7ff2a0=correl_spearman","false","","37c1450663a2a500de0b169ae2205c19->1a61186eb66e6d2b5f2b5448bb7ff2a0=correl_spearman","-0.70705959"
"correl_spearman","391.17278715797335","","mutualExclusion","13c7e4aba665d521f8bb6b576ad33379->89ff91fcb576b902de28c44c7fc2aaae","13c7e4aba665d521f8bb6b576ad33379->89ff91fcb576b902de28c44c7fc2aaae=correl_spearman","false","","13c7e4aba665d521f8bb6b576ad33379->89ff91fcb576b902de28c44c7fc2aaae=correl_spearman","-0.72835704"
"correl_spearman","340.6054277942133","","mutualExclusion","13c7e4aba665d521f8bb6b576ad33379->886afd780768ab405cc109fc2dd47f8f","13c7e4aba665d521f8bb6b576ad33379->886afd780768ab405cc109fc2dd47f8f=correl_spearman","false","","13c7e4aba665d521f8bb6b576ad33379->886afd780768ab405cc109fc2dd47f8f=correl_spearman","-0.86031381"
"correl_spearman","1118.470575073138","","mutualExclusion","13c7e4aba665d521f8bb6b576ad33379->d5451f8112e0765c8574042d9fd0b500","13c7e4aba665d521f8bb6b576ad33379->d5451f8112e0765c8574042d9fd0b500=correl_spearman","false","","13c7e4aba665d521f8bb6b576ad33379->d5451f8112e0765c8574042d9fd0b500=correl_spearman","-0.7032724"
"correl_spearman","1220.0","","mutualExclusion","0226e17918578c57b9c1e3c0dec2ce51->cb06ad670d70993ef1967ac336826813","0226e17918578c57b9c1e3c0dec2ce51->cb06ad670d70993ef1967ac336826813=correl_spearman","false","","0226e17918578c57b9c1e3c0dec2ce51->cb06ad670d70993ef1967ac336826813=correl_spearman","-0.84328663"
"correl_spearman","683.3895814481023","","copresence","0226e17918578c57b9c1e3c0dec2ce51->17cebc3125bb98e1f569067366397a35","0226e17918578c57b9c1e3c0dec2ce51->17cebc3125bb98e1f569067366397a35=correl_spearman","false","","0226e17918578c57b9c1e3c0dec2ce51->17cebc3125bb98e1f569067366397a35=correl_spearman","0.70929937"
"correl_spearman","683.3895814481023","","copresence","0226e17918578c57b9c1e3c0dec2ce51->f3afd45d58a48725bf9f39212ad97f78","0226e17918578c57b9c1e3c0dec2ce51->f3afd45d58a48725bf9f39212ad97f78=correl_spearman","false","","0226e17918578c57b9c1e3c0dec2ce51->f3afd45d58a48725bf9f39212ad97f78=correl_spearman","0.70929937"
"correl_spearman","868.7283438765061","","copresence","0226e17918578c57b9c1e3c0dec2ce51->87422f2c0f25f2619d124bf00db577ec","0226e17918578c57b9c1e3c0dec2ce51->87422f2c0f25f2619d124bf00db577ec=correl_spearman","false","","0226e17918578c57b9c1e3c0dec2ce51->87422f2c0f25f2619d124bf00db577ec=correl_spearman","0.80374149"
"correl_spearman","683.3895814481023","","copresence","0226e17918578c57b9c1e3c0dec2ce51->d899a66c4f76249be941c7e22aa3c155","0226e17918578c57b9c1e3c0dec2ce51->d899a66c4f76249be941c7e22aa3c155=correl_spearman","false","","0226e17918578c57b9c1e3c0dec2ce51->d899a66c4f76249be941c7e22aa3c155=correl_spearman","0.70929937"
"correl_spearman","550.7589836701678","","copresence","e74c2dffcdd92399f6c9ba0e0d74008f->e7d84aa90c6752d41742f5e2652b8cbe","e74c2dffcdd92399f6c9ba0e0d74008f->e7d84aa90c6752d41742f5e2652b8cbe=correl_spearman","false","","e74c2dffcdd92399f6c9ba0e0d74008f->e7d84aa90c6752d41742f5e2652b8cbe=correl_spearman","0.75106762"
"correl_spearman","635.7292513919041","","copresence","ce2f912f8d1ca391bbaf7a6e9d7c9930->ed8fa4e44ba531be98149a22ec314370","ce2f912f8d1ca391bbaf7a6e9d7c9930->ed8fa4e44ba531be98149a22ec314370=correl_spearman","false","","ce2f912f8d1ca391bbaf7a6e9d7c9930->ed8fa4e44ba531be98149a22ec314370=correl_spearman","0.78935222"
"correl_spearman","38.9946204710452","","copresence","600c99053beae2be7b6445155603e9da->362016d25d8484783bfa16958b7ee7f6","600c99053beae2be7b6445155603e9da->362016d25d8484783bfa16958b7ee7f6=correl_spearman","false","","600c99053beae2be7b6445155603e9da->362016d25d8484783bfa16958b7ee7f6=correl_spearman","0.74535599"
"correl_spearman","38.994620471045195","","copresence","600c99053beae2be7b6445155603e9da->3ecccc11b46319544f36e8cb3508b4c3","600c99053beae2be7b6445155603e9da->3ecccc11b46319544f36e8cb3508b4c3=correl_spearman","false","","600c99053beae2be7b6445155603e9da->3ecccc11b46319544f36e8cb3508b4c3=correl_spearman","0.74535599"
